"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "ingrédient", "féculent", "riz", "riz"
"objectName", "produit", "végétal", "vigne", "sarments"
"objectName", "produit", "végétal", "vigne", "sarments"
"objectName", "ustensile", "", "serpette", "serpettes"
"objectName", "ingrédient", "éparco", "sucre", "sucre"
"objectName", "ingrédient", "éparco", "sucre", "sucre"
"objectName", "ingrédient", "éparco", "sucre", "sucre"
"objectName", "ustensile", "", "tamis", "tamis"
"objectName", "produit", "végétal", "vigne", "tige"
"objectName", "produit", "végétal", "vigne", "tiges"
"objectName", "ustensile", "", "tonneau", "tonneaux"
"objectName", "ustensile", "", "vase", "vase"
"objectName", "produit", "végétal", "raisin verreau", "verreau"
"objectName", "", "", "", "verres"
"objectName", "produit", "végétal", "vigne", "vigne"
"objectName", "", "", "", "vin"
"objectName", "boisson", "", "vin", "vin"
"objectName", "boisson", "", "vin", "vin"
"objectName", "ingrédient", "", "vin", "vin"
"objectName", "boisson", "", "vin", "vin blanc"
"objectName", "boisson", "", "vin", "vin blanc"
"objectName", "boisson", "", "vin", "vin de deuxième qualité"
"objectName", "boisson", "", "vin", "vin de première qualité"
"objectName", "boisson", "", "vin", "vin rouge"
"objectName", "boisson", "", "vin", "vins"
"objectName", "produit", "végétal", "vigne", "vrilles"
"objectName", "produit", "végétal", "vigne", "végétal"
"objectName", "ustensile", "", "épingle", "épingle"
