"Object", "Type", "Subtype", "Key", "elementContent"
"objectName", "", "", "", "odeur"
"objectName", "", "", "", "oignon"
"objectName", "", "", "", "oignon"
"objectName", "", "", "", "oignons"
"objectName", "", "", "", "oignons"
"objectName", "", "", "", "oignons"
"objectName", "", "", "", "oignons"
"objectName", "ingrédient", "éparco", "oignon", "oignons"
"objectName", "ingrédient", "éparco", "oignon", "oignons"
"objectName", "ingrédient", "éparco", "petits oignons", "oignons"
"objectName", "", "", "", "oseille"
"objectName", "", "", "conserves", "oseille"
"objectName", "produit", "", "pain", "pain"
"objectName", "ustensile", "", "panier", "panier"
"objectName", "ustensile", "", "panier", "paniers"
"objectName", "", "", "", "persil"
"objectName", "ingrédient", "éparco", "persil", "persil"
"objectName", "ingrédient", "éparco", "piment", "piment"
"objectName", "", "", "", "pissenlits"
"objectName", "", "", "", "plante"
"objectName", "", "", "", "plante potagère"
"objectName", "produit", "végétal", "poireau", "poireaux"
"objectName", "ingrédient", "fruit", "poire", "poires"
"objectName", "ingrédient", "fruit", "poire", "poires"
"objectName", "", "", "conserves", "pois"
"objectName", "plat", "", "conserves", "pois"
"objectName", "ingrédient", "fruit", "pomme", "pommes"
"objectName", "ingrédient", "fruit", "pomme", "pommes"
"objectName", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"objectName", "ingrédient", "légume", "pomme de terre", "pommes de terre"
"objectName", "produit", "animal", "poulet", "poulets"
"objectName", "produit", "", "provision", "provisions"
"objectName", "plat", "", "ragoût", "ragoûts"
"objectName", "ingrédient", "fruit", "raisin", "raisins"
"objectName", "ingrédient", "fruit", "raisin", "raisins"
"objectName", "", "", "", "récolte"
"objectName", "plat", "", "rôti", "rôti"
"objectName", "plat", "", "rôti", "rôtis"
"objectName", "ingrédient", "", "sauce", "sauce"
"objectName", "", "", "", "saveur"
"objectName", "", "", "", "saveur"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "ingrédient", "éparco", "sel", "sel"
"objectName", "ingrédient", "éparco", "sel marin", "sel marin"
"objectName", "plat", "", "soupe", "soupe"
"objectName", "ustensile", "", "terrine", "terrine"
"objectName", "", "", "", "tiges"
"objectName", "", "", "", "tiges creuses"
"objectName", "", "", "conserves", "tomates"
"objectName", "ustensile", "", "vase", "vase"
"objectName", "ustensile", "", "vase de terre", "vase de terre"
"objectName", "", "", "", "vases"
"objectName", "ustensile", "", "vase", "vases"
"objectName", "ustensile", "", "vase", "vases"
"objectName", "", "", "", "viande"
"objectName", "produit", "animal", "viande", "viande"
"objectName", "produit", "animal", "viande", "viande"
"objectName", "ingrédient", "éparco", "vinaigre", "vinaigre"
"objectName", "ingrédient", "éparco", "vinaigre", "vinaigre"
"objectName", "ingrédient", "éparco", "vinaigre", "vinaigre blanc"
"objectName", "produit", "", "vivre", "vivres"
"objectName", "produit", "animal", "volaille", "volaille"
"objectName", "produit", "animal", "volaille", "volaille"
"objectName", "produit", "animal", "volaille", "volailles"
"objectName", "", "", "", "végétation"
"objectName", "", "", "", "œufs"
"objectName", "produit", "animal", "œuf", "œufs"
"objectName", "produit", "animal", "œuf", "œufs"
"objectName", "produit", "animal", "œuf", "œufs"
"objectName", "produit", "animal", "œuf", "œufs"
