"Section", "Type", "Subtype", "Key", "Object"
"économie_domestique", "ingrédient", "éparco", "laurier", "laurier"
"économie_domestique", "ingrédient", "éparco", "laurier", "laurier"
"économie_domestique", "ingrédient", "éparco", "laurier", "laurier"
"économie_domestique", "mets", "", "met", "mets"
"économie_domestique", "mets", "", "met", "mets"
"économie_domestique", "mets", "", "met", "mets"
"économie_domestique", "ingrédient", "carné", "viande", "morceau la viande"
"économie_domestique", "ingrédient", "éparco", "muscade", "muscade"
"économie_domestique", "ingrédient", "éparco", "oignon", "oignon"
"économie_domestique", "ingrédient", "éparco", "persil", "persil"
"économie_domestique", "ingrédient", "éparco", "piment", "piment"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "mets", "", "ragoût", "ragoûts"
"économie_domestique", "ingrédient", "éparco", "serpolet", "serpolet"
"économie_domestique", "ingrédient", "éparco", "thym", "thym"
"économie_domestique", "ingrédient", "éparco", "thym", "thym"
"économie_domestique", "ingrédient", "éparco", "vanille", "vanille"
"économie_domestique", "ustensile", "", "vase", "vase"
"économie_domestique", "ustensile", "", "vase", "vase"
"économie_domestique", "ingrédient", "carné", "viande", "viande"
"économie_domestique", "ingrédient", "carné", "viande", "viande"
"économie_domestique", "ingrédient", "carné", "viande", "viandes"
"économie_domestique", "ingrédient", "éparco", "échalote", "échalote"
"économie_domestique", "ingrédient", "éparco", "épice", "épices"
"économie_domestique", "ingrédient", "éparco", "épice", "épices"
"sciences_naturelles", "produit", "végétal", "chou", "choux"
"sciences_naturelles", "", "", "", "miel"
"sciences_naturelles", "", "", "", "navets"
"sciences_naturelles", "", "", "", "radis""Section", "Type", "Subtype", "Key", "Object"
"récit", "mets", "", "gaufres", " gaufres"
"récit", "mets", "", "pâtisserie", "pâtisserie"
"économie_domestique", "ingrédient", "éparco", "assaisonements", " assaisonnements"
"économie_domestique", "ingrédient", "laitier", "beurre", " beurre"
"économie_domestique", "ingrédient", "éparco", "assaisonements", "assaisonnements"
"économie_domestique", "mets", "", "pots de crème au café", "au café"
"économie_domestique", "mets", "", "tartes aux prunes", "aux prunes"
"économie_domestique", "mets", "", "tartes aux abricots", "aux abricots"
"économie_domestique", "mets", "", "tartes aux cerises", "aux cerises"
"économie_domestique", "mets", "", "beignets", "beignets"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"économie_domestique", "mets", "", "biscuits de ménage", "biscuits de ménage"
"économie_domestique", "mets", "", "charlottes", "charlottes"
"économie_domestique", "mets", "", "croquettes", "croquettes"
"économie_domestique", "mets", "", "crème renversée", "crème renversée"
"économie_domestique", "mets", "", "entremets sucrés", "entremets sucrés"
"économie_domestique", "mets", "", "galettes de ménage", "galettes de ménage"
"économie_domestique", "mets", "", "gâteau quatre-quarts", "gâteau quatre-quarts"
"économie_domestique", "mets", "", "gâteaux", "gâteaux"
"économie_domestique", "mets", "", "gâteaux", "gâteaux"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "mets", "", "mets", "mets"
"économie_domestique", "mets", "", "mets", "mets"
"économie_domestique", "mets", "", "pommes au beurre", "pommes au beurre "
"économie_domestique", "mets", "", "pots de crème au chocolat", "pots de crème au chocolat"
"économie_domestique", "ingrédient", "féculent", "pâte", "pâte"
"économie_domestique", "ingrédient", "féculent", "pâte", "pâte"
"économie_domestique", "mets", "", "pâtisseries", "pâtisseries"
"économie_domestique", "mets", "", "pâtisseries", "pâtisseries"
"économie_domestique", "mets", "", "pâtisseries", "pâtisseries"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "mets", "", "tartes", "tartes"
"économie_domestique", "mets", "", "tôt-fait", "tôt-fait"
"économie_domestique", "mets", "", "tartes à la frangipane", "à la frangipane"
"économie_domestique", "mets", "", "tartes à la purée de pommes", "à la purée de pommes"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs"
"hygiène", "ingrédient", "laitier", "beurre", "beurre"
"hygiène", "ingrédient", "laitier", "beurre", "beurre"
"hygiène", "ingrédient", "animal", "graisses", "graisses"
"hygiène", "ingrédient", "animal", "jaunes d'œufs", "jaunes d'œufs"
"hygiène", "mets", "", "pain", "pain"
"hygiène", "mets", "", "pâtisseries", "pâtisseries"
"hygiène", "mets", "", "pâtisseries", "pâtisseries""Section", "Type", "Subtype", "Key", "Object"
"récit", "produit", "fruit", "Cerises", "Cerises"
"récit", "produit", "fruit", "Poires", "Poires"
"récit", "produit", "boisson", "cidre", "boisson"
"récit", "produit", "fruit", "cerises", "cerises"
"récit", "produit", "fruit", "cerisier", "cerisier"
"récit", "produit", "boisson", "cidre", "cidre"
"récit", "produit", "boisson", "cidre", "cidre"
"récit", "mets", "fruit", "confiture", "confiture"
"récit", "mets", "", "dessert", "dessert"
"récit", "produit", "boisson", "eau-de-vie", "eau-de-vie"
"récit", "produit", "fruit", "cerises", "fruit"
"récit", "produit", "boisson", "jus de pommes fermenté", "jus de pommes fermenté"
"récit", "ingrédient", "fruit", "poires", "poires"
"récit", "ingrédient", "fruit", "poires", "poires"
"récit", "produit", "fruit", "poiriers", "poiriers"
"récit", "produit", "boisson", "poiré", "poiré"
"récit", "ingrédient", "fruit", "pommes", "pommes"
"récit", "ingrédient", "fruit", "pommes", "pommes"
"récit", "produit", "fruit", "pommes", "pommes"
"récit", "produit", "fruit", "pommiers", "pommiers"
"récit", "mets", "", "pâtisserie", "pâtisserie"
"agriculture", "produit", "fruit", "abricotiers", "abricotiers"
"agriculture", "produit", "fruit", "arbres fruitiers", "arbres fruitiers"
"agriculture", "produit", "fruit", "arbres fruitiers", "arbres fruitiers"
"agriculture", "produit", "fruit", "arbres fruitiers", "arbres fruitiers"
"agriculture", "produit", "fruit", "bigarreaux", "bigarreaux"
"agriculture", "produit", "fruit", "cerises", "cerises"
"agriculture", "produit", "fruit", "cerises", "cerises"
"agriculture", "produit", "fruit", "cerisier", "cerises"
"agriculture", "produit", "fruit", "cerises jaunes", "cerises jaunes"
"agriculture", "produit", "fruit", "cerises aigres", "cerises aigres"
"agriculture", "produit", "fruit", "cerises douces", "cerises douces"
"agriculture", "produit", "fruit", "cerisier", "cerisier"
"agriculture", "produit", "fruit", "cerisier", "cerisier"
"agriculture", "produit", "fruit", "cerisier", "cerisiers"
"agriculture", "produit", "fruit", "cerisiers", "cerisiers"
"agriculture", "produit", "fruit", "châtaigniers", "châtaigniers"
"agriculture", "produit", "fruit", "figuiers", "figuiers"
"agriculture", "produit", "fruit", "fruits", "fruits"
"agriculture", "produit", "fruit", "fruits", "fruits"
"agriculture", "produit", "fruit", "fruits", "fruits"
"agriculture", "produit", "fruit", "fruits", "fruits"
"agriculture", "produit", "fruit", "fruits", "fruits"
"agriculture", "produit", "fruit", "merises", "merises"
"agriculture", "produit", "fruit", "noisetiers", "noisetiers"
"agriculture", "produit", "fruit", "noyers", "noyers"
"agriculture", "produit", "fruit", "orangers", "orangers"
"agriculture", "produit", "fruit", "poirier", "poirier"
"agriculture", "produit", "fruit", "poiriers", "poiriers"
"agriculture", "produit", "fruit", "pommier", "pommier"
"agriculture", "produit", "fruit", "pommiers", "pommiers"
"agriculture", "produit", "fruit", "pêchers", "pêchers"
"agriculture", "produit", "fruit", "vergers", "vergers"
"économie_domestique", "mets", "", "CONSERVES DE CERISES", "CONSERVES DE CERISES"
"économie_domestique", "produit", "fruit", "FRUITTIER", "FRUITIER"
"économie_domestique", "mets", "", "pommes au beurre", "au beurre"
"économie_domestique", "ustensile", "", "bain-marie", "bain-marie"
"économie_domestique", "mets", "", "beignets", "beignets"
"économie_domestique", "produit", "boisson", "boisson", "boisson"
"économie_domestique", "ustensile", "", "bouteilles", "bouteilles"
"économie_domestique", "ingrédient", "fruit", "cerises", "cerises"
"économie_domestique", "ingrédient", "fruit", "cerises", "cerises"
"économie_domestique", "produit", "fruit", "cerises", "cerises"
"économie_domestique", "produit", "fruit", "cerises communes", "cerises communes"
"économie_domestique", "produit", "fruit", "cerises sauvages", "cerises sauvages"
"économie_domestique", "mets", "", "charclottes", "charlottes"
"économie_domestique", "produit", "boisson", "cidre", "cidre"
"économie_domestique", "mets", "", "confiture", "confiture"
"économie_domestique", "mets", "", "confitures", "confitures"
"économie_domestique", "mets", "", "conserves de cerises", "conserves de cerises"
"économie_domestique", "mets", "", "cotignac", "cotignac"
"économie_domestique", "mets", "", "pommes cuites au four", "cuites au four"
"économie_domestique", "produit", "fruit", "fruit", "fruit"
"économie_domestique", "produit", "fruit", "fruitier", "fruitier"
"économie_domestique", "ingrédient", "fruit", "fruits", "fruits"
"économie_domestique", "ingrédient", "fruit", "fruits", "fruits"
"économie_domestique", "produit", "fruit", "fruits", "fruits"
"économie_domestique", "produit", "fruit", "fruits", "fruits"
"économie_domestique", "produit", "fruit", "fruits", "fruits"
"économie_domestique", "produit", "fruit", "fruits gâtés", "fruits gâtés"
"économie_domestique", "mets", "", "gelées", "gelées"
"économie_domestique", "produit", "boisson", "kirsch", "kirsch"
"économie_domestique", "produit", "boisson", "liqueur forte", "liqueur forte"
"économie_domestique", "produit", "boisson", "liqueurs", "liqueurs"
"économie_domestique", "mets", "", "marmelade", "marmelade"
"économie_domestique", "mets", "", "mets", "mets"
"économie_domestique", "mets", "", "mets", "mets"
"économie_domestique", "ingrédient", "fruit", "fruits", "noyaux"
"économie_domestique", "ustensile", "", "planches", "planches"
"économie_domestique", "ustensile", "", "planches", "planches"
"économie_domestique", "ingrédient", "fruit", "poires", "poires"
"économie_domestique", "ingrédient", "fruit", "poires", "poires"
"économie_domestique", "produit", "fruit", "poires", "poires"
"économie_domestique", "ingrédient", "fruit", "pommes", "pommes"
"économie_domestique", "ingrédient", "fruit", "pommes", "pommes"
"économie_domestique", "produit", "fruit", "pommes", "pommes"
"économie_domestique", "ingrédient", "fruit", "fruits", "queue"
"économie_domestique", "produit", "fruit", "fruit", "queue"
"économie_domestique", "produit", "fruit", "raisins", "raisins"
"économie_domestique", "ustensile", "", "sacs", "sacs"
"économie_domestique", "ingrédient", "éparco", "sirop", "sirop"
"économie_domestique", "ustensile", "", "spatule de bois", "spatule de bois"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "mets", "", "tartes", "tartes"
"économie_domestique", "ingrédient", "éparco", "vin doux", "vin doux"
"civilité", "ustensile", "", "assiette", "assiette"
"civilité", "produit", "fruit", "cerises", "cerises"
"civilité", "produit", "fruit", "cerises", "cerises"
"civilité", "ustensile", "", "couteau", "couteau"
"civilité", "produit", "fruit", "noyaux", "noyaux"
"civilité", "produit", "fruit", "poires", "poires"
"civilité", "produit", "fruit", "poires", "poires"
"civilité", "produit", "fruit", "pommes", "pommes"
"civilité", "produit", "fruit", "pommes", "pommes"
"civilité", "produit", "fruit", "pépins de pommes ou poires", "pépins"
"civilité", "ustensile", "", "table", "table"
"civilité", "ustensile", "", "table", "table"
"civilité", "produit", "fruit", "tranche de pommes ou poires", "tranche"
"hygiène", "", "", "", "'estomac"
"hygiène", "produit", "fruit", "fruits", "fruits"
"hygiène", "produit", "fruit", "fruits", "fruits"
"hygiène", "produit", "fruit", "fruits encore verts", "fruits encore verts"
"hygiène", "produit", "fruit", "fruits à demi mûrs", "fruits à demi mûrs"
"hygiène", "", "", "", "intestins""Section", "Type", "Subtype", "Key", "Object"
"économie_domestique", "ingrédient", "éparco", "huile", "'huile"
"économie_domestique", "mets", "", "omelette", "OMELETTE"
"économie_domestique", "mets", "", "salade aux œufs", "SALADE AUX ŒUFS"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"économie_domestique", "ingrédient", "laitier", "beurre", "beurre"
"économie_domestique", "produit", "animal", "œuf", "blanc"
"économie_domestique", "ingrédient", "animal", "œuf", "blancs"
"économie_domestique", "ingrédient", "animal", "œuf", "blancs"
"économie_domestique", "ustensile", "", "braise", "braise"
"économie_domestique", "ustensile", "", "casserole", "casserole"
"économie_domestique", "ustensile", "", "cendre", "cendre"
"économie_domestique", "ustensile", "", "charbon ardent", "charbons ardents"
"économie_domestique", "ingrédient", "minéral", "chaux", "chaux en poudre"
"économie_domestique", "produit", "animal", "cire", "cire"
"économie_domestique", "produit", "animal", "œuf", "coque"
"économie_domestique", "produit", "animal", "œuf", "coquille"
"économie_domestique", "produit", "animal", "corps gras", "corps gras"
"économie_domestique", "ustensile", "", "couvercle", "couvercle"
"économie_domestique", "ustensile", "", "un plat de cuivre", "de cuivre"
"économie_domestique", "ustensile", "", "un plat de porcelaine", "de porcelaine"
"économie_domestique", "ustensile", "", "eau", "eau"
"économie_domestique", "ingrédient", "minéral", "chaux", "eau de chaux "
"économie_domestique", "mets", "", "œuf en omelette", "en omelette"
"économie_domestique", "ustensile", "", "feu", "feu"
"économie_domestique", "ustensile", "", "feu", "feu"
"économie_domestique", "ustensile", "", "feu", "feu"
"économie_domestique", "ingrédient", "végétal", "fleurs d'oranger", "fleurs d'oranger"
"économie_domestique", "ingrédient", "éparco", "fleurs d'oranger", "fleurs d'oranger"
"économie_domestique", "ustensile", "", "fourchette", "fourchette"
"économie_domestique", "ustensile", "", "fourneau", "fourneau"
"économie_domestique", "ingrédient", "animal", "œuf", "jaunes"
"économie_domestique", "produit", "animal", "jaunes d'œufs", "jaunes"
"économie_domestique", "ingrédient", "animal", "œuf", "jaunes d'œufs"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "ingrédient", "laitier", "lait", "lait"
"économie_domestique", "mets", "", "omelette", "mélange"
"économie_domestique", "mets", "", "omelette", "omelette"
"économie_domestique", "ingrédient", "végétal", "oseille hachée", "oseille hachée"
"économie_domestique", "ingrédient", "végétal", "persil", "persil"
"économie_domestique", "ustensile", "", "fourchette", "plat"
"économie_domestique", "ustensile", "", "plat", "plat"
"économie_domestique", "ustensile", "", "plat", "plat"
"économie_domestique", "ustensile", "", "plat", "plat"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ustensile", "", "poussier de charbon", "poussier de charbon"
"économie_domestique", "ustensile", "", "poêle", "poêle"
"économie_domestique", "ustensile", "", "poêle", "poêle"
"économie_domestique", "ustensile", "", "sable sec", "sable sec"
"économie_domestique", "ingrédient", "végétal", "salade", "salade"
"économie_domestique", "mets", "", "salade aux œufs", "salade aux œufs"
"économie_domestique", "ustensile", "", "saladier", "saladier"
"économie_domestique", "mets", "", "sauce au vin", "sauce au vin"
"économie_domestique", "ustensile", "", "sciure de bois", "sciure de bois"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ustensile", "", "son", "son"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "mets", "", "œuf sur le plat", "sur le plat"
"économie_domestique", "ingrédient", "animal", "œuf", "tranches"
"économie_domestique", "ustensile", "", "un plat de faïence", "un plat de faïence"
"économie_domestique", "ingrédient", "éparco", "vanille en poudre", "vanille en poudre"
"économie_domestique", "ustensile", "", "vase", "vase"
"économie_domestique", "ustensile", "", "vase de terre", "vase de terre"
"économie_domestique", "produit", "fabriqué", "", "vernis"
"économie_domestique", "ingrédient", "éparco", "vinaigre", "vinaigre"
"économie_domestique", "", "", "", "à la matelote"
"économie_domestique", "mets", "", "à la coque", "ŒUFS A LA COQUE"
"économie_domestique", "mets", "", "œufs à la neige", "ŒUFS A LA NEIGE"
"économie_domestique", "mets", "", "œufs en matelote", "ŒUFS EN MATELOTE"
"économie_domestique", "mets", "", "sur le plat", "ŒUFS SUR LE PLAT"
"économie_domestique", "produit", "animal", "œuf", "œuf"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "produit", "animal", "œuf", "œufs"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs durs"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs en neige"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs frais"
"économie_domestique", "produit", "animal", "œuf", "œufs frais"
"économie_domestique", "produit", "animal", "œuf", "œufs frais"
"économie_domestique", "ingrédient", "animal", "œuf", "œufs à la neige"
"économie_domestique", "mets", "", "à la neige", "œufs à la neige"
"économie_domestique", "mets", "", "œufs à la coque", "œufs à la coque""Section", "Type", "Subtype", "Key", "Object"
"récit", "produit", "animal", "bétail", "bétail"
"récit", "ustensile", "", "couvert", "couvert"
"récit", "ustensile", "", "marmite", "marmite"
"récit", "ustensile", "", "nappe", "nappe"
"récit", "ustensile", "", "poêle", "poêle"
"récit", "produit", "animal", "volaille", "volaille"
"questionnaire", "", "", "", "repas"
"industrie", "", "", "", ""
"industrie", "", "", "", ""
"industrie", "", "", "", ""
"industrie", "", "", "", ""
"industrie", "", "", "", ""
"industrie", "", "", "fromage", ""
"industrie", "produit", "laitier", "baratte", " baratte"
"industrie", "produit", "laitier", "BEURRE", "BEURRE"
"industrie", "", "", "", "Brie"
"industrie", "produit", "laitier", "CRÈME", "CRÈME"
"industrie", "", "", "", "Camembert"
"industrie", "", "", "", "FROMAGE"
"industrie", "", "", "", "Neufchâtel"
"industrie", "", "", "", "Rollot"
"industrie", "", "", "", "aliment"
"industrie", "produit", "laitier", "CRÈME", "aliment"
"industrie", "ustensile", "", "baratte", "baratte"
"industrie", "ustensile", "", "bat-beurre", "bat-beurre"
"industrie", "", "", "", "beurre"
"industrie", "", "", "", "beurre"
"industrie", "ingrédient", "laitier", "beurre", "beurre"
"industrie", "produit", "laitier", "beurre", "beurre"
"industrie", "produit", "laitier", "beurre", "beurre"
"industrie", "produit", "laitier", "beurre", "beurre"
"industrie", "produit", "laitier", "beurre", "beurre"
"industrie", "produit", "laitier", "beurre", "beurre"
"industrie", "", "", "", "bâton"
"industrie", "", "", "", "caillé"
"industrie", "ustensile", "", "couvercle", "couvercle"
"industrie", "", "", "", "crème"
"industrie", "", "", "", "crème"
"industrie", "", "", "", "crème"
"industrie", "ingrédient", "laitier", "crème", "crème"
"industrie", "ingrédient", "laitier", "crème", "crème"
"industrie", "ingrédient", "laitier", "crème", "crème"
"industrie", "produit", "laitier", "crème", "crème"
"industrie", "produit", "laitier", "crème", "crème"
"industrie", "produit", "laitier", "crème", "crème"
"industrie", "ustensile", "", "cuillères", "cuillères"
"industrie", "", "", "", "cuisine"
"industrie", "ustensile", "", "eau", "eau"
"industrie", "", "", "", "fromage"
"industrie", "", "", "", "fromage"
"industrie", "", "", "", "fromage"
"industrie", "", "", "", "fromage"
"industrie", "ingrédient", "laitier", "fromage", "fromage"
"industrie", "produit", "laitier", "fromage", "fromage"
"industrie", "", "", "", "fromage frais"
"industrie", "", "", "", "fromages"
"industrie", "", "", "", "fromages"
"industrie", "produit", "laitier", "fromages", "fromages"
"industrie", "produit", "laitier", "fromages", "fromages"
"industrie", "produit", "laitier", "beurre", "grumeaux"
"industrie", "", "", "", "lait"
"industrie", "", "", "", "lait"
"industrie", "ingrédient", "laitier", "lait", "lait"
"industrie", "produit", "laitier", "lait", "lait"
"industrie", "produit", "laitier", "lait", "lait"
"industrie", "produit", "laitier", "lait", "lait"
"industrie", "ingrédient", "laitier", "liaisons", "liaisons"
"industrie", "", "", "", "marbrures"
"industrie", "", "", "", "moisissures"
"industrie", "", "", "", "moule cylindrique en osier"
"industrie", "ustensile", "", "moules en bois", "moules en bois"
"industrie", "mets", "féculent", "pains", "pains"
"industrie", "", "", "", "petit-lait"
"industrie", "", "", "", "petit-lait"
"industrie", "ustensile", "", "pots", "pots"
"industrie", "", "", "", "pâte"
"industrie", "", "", "", "rondelle de bois"
"industrie", "mets", "", "sauces", "sauces"
"industrie", "produit", "laitier", "beurre", "substance alimentaire"
"industrie", "ustensile", "", "vase de bois conique", "vase de bois conique"
"industrie", "ustensile", "", "vases ", "vases""Section", "Type", "Subtype", "Key", "Object"
"récit", "ingrédient", "féculent", "Blé", "Blé"
"récit", "ingrédient", "féculent", "avoine", "avoine"
"récit", "produit", "féculent", "avoine", "avoine"
"récit", "produit", "boisson", "bière", "bière"
"récit", "ingrédient", "féculent", "Bblé", "blé"
"récit", "produit", "féculent", "", "blé"
"récit", "produit", "féculent", "", "blé"
"récit", "produit", "féculent", "", "blé"
"récit", "produit", "féculent", "blé", "blé"
"récit", "produit", "féculent", "céréales", "céréales"
"récit", "produit", "", "aliment", "nourriture"
"récit", "produit", "", "aliment", "nourriture"
"récit", "ingrédient", "féculent", "orge", "orge"
"récit", "ingrédient", "féculent", "orge", "orge"
"récit", "ingrédient", "féculent", "orge", "orge"
"récit", "mets", "féculent", "pain", "pain"
"récit", "ingrédient", "féculent", "seigle", "seigle"
"récit", "ingrédient", "féculent", "seigle", "seigle"
"questionnaire", "produit", "féculent", "blé", "blé"
"questionnaire", "produit", "féculent", "blé", "blé"
"questionnaire", "produit", "féculent", "blé", "blé"
"géographie", "produit", "féculent", "blé", "blé"
"sciences_naturelles", "", "", "", "CÉRÉALES"
"sciences_naturelles", "", "", "", "avoine"
"sciences_naturelles", "produit", "féculent", "blé", "blé"
"sciences_naturelles", "", "", "", "orge"
"sciences_naturelles", "", "", "", "seigle"
"agriculture", "", "", "", "avoine"
"agriculture", "", "", "", "avoine"
"agriculture", "produit", "féculent", "blé", "blé"
"agriculture", "produit", "féculent", "blé", "blé"
"agriculture", "produit", "féculent", "blé", "blé"
"agriculture", "produit", "féculent", "blé", "blé"
"agriculture", "produit", "féculent", "blé", "blé"
"agriculture", "", "", "", "céréales"
"agriculture", "", "", "", "faucille"
"agriculture", "", "", "", "orge"
"agriculture", "", "", "", "orge"
"agriculture", "", "", "", "rouleau"
"agriculture", "", "", "", "seigle"
"agriculture", "", "", "", "seigle"
"agriculture", "", "", "", "semoir"
"industrie", "", "", "", "MOULIN"
"industrie", "", "", "", "battoir"
"industrie", "produit", "féculent", "blé", "blé"
"industrie", "", "", "", "céréales"
"industrie", "", "", "", "farine"
"industrie", "", "", "", "farine"
"industrie", "", "", "", "fléau"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "grain"
"industrie", "", "", "", "meule"
"industrie", "", "", "", "meules"
"industrie", "", "", "", "meules"
"industrie", "", "", "", "moulin"
"industrie", "", "", "", "moulin"
"industrie", "", "", "", "moulin"
"industrie", "", "", "", "moulin"
"industrie", "", "", "", "moulins"
"industrie", "", "", "", "plateau d'osier"
"industrie", "", "", "", "roue à volants"
"industrie", "", "", "", "sac"
"industrie", "", "", "", "son"
"industrie", "", "", "", "trémie"
"industrie", "", "", "", "van"
"économie_domestique", "mets", "féculent", "pains", " pains"
"économie_domestique", "ingrédient", "féculent", "pâte", " pâte"
"économie_domestique", "", "", "", ","
"économie_domestique", "mets", "féculent", "pain", "PAIN"
"économie_domestique", "mets", "", "aliment", "aliment"
"économie_domestique", "ingrédient", "légume", "betteraves", "betteraves"
"économie_domestique", "ustensile", "", "cendres", "cendres"
"économie_domestique", "ustensile", "", "charbons", "charbons"
"économie_domestique", "ustensile", "", "coffre", "coffre"
"économie_domestique", "ingrédient", "minéral", "eau", "eau"
"économie_domestique", "ingrédient", "minéral", "eau", "eau"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ingrédient", "féculent", "farine", "farine"
"économie_domestique", "ustensile", "", "four", "four"
"économie_domestique", "mets", "", "gâteaux", "gâteaux"
"économie_domestique", "ingrédient", "", "levain", "levain"
"économie_domestique", "ingrédient", "", "levain", "levain"
