"Section", "Type", "Subtype", "Key", "Object"
"économie_domestique", "ustensile", "", "eau", "eau bouillante"
"économie_domestique", "ingrédient", "carné", "panne de cochon", "fibres"
"économie_domestique", "mets", "", "fromage de tête", "fromage à la tête de cochon"
"économie_domestique", "mets", "", "galantine", "galantines"
"économie_domestique", "ingrédient", "éparco", "grain de genièvre", "grains de genièvre"
"économie_domestique", "ustensile", "", "gril", "gril"
"économie_domestique", "ingrédient", "carné", "jambon", "jambon"
"économie_domestique", "ingrédient", "carné", "jambon", "jambon"
"économie_domestique", "ingrédient", "carné", "jambon", "jambon"
"économie_domestique", "produit", "carné", "jambon", "jambon"
"économie_domestique", "mets", "", "jambonneau", "jambonneaux"
"économie_domestique", "mets", "", "jambon", "jambons"
"économie_domestique", "mets", "", "jambon", "jambons"
"économie_domestique", "ingrédient", "carné", "lard", "lard"
"économie_domestique", "ingrédient", "carné", "lard", "lard"
"économie_domestique", "produit", "carné", "lard", "lard"
"économie_domestique", "ingrédient", "éparco", "laurier", "laurier"
"économie_domestique", "mets", "", "met", "mets"
"économie_domestique", "ingrédient", "éparco", "oignon", "oignons"
"économie_domestique", "ingrédient", "carné", "panne de cochon", "panne"
"économie_domestique", "ingrédient", "éparco", "persil", "persil"
"économie_domestique", "mets", "", "pied de cochon", "pieds de cochon"
"économie_domestique", "ustensile", "", "poid", "poids"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre"
"économie_domestique", "ingrédient", "carné", "porc", "porc"
"économie_domestique", "mets", "", "porc salé", "porc salé"
"économie_domestique", "produit", "carné", "porc salé", "porc salé"
"économie_domestique", "mets", "", "rillon", "rillons"
"économie_domestique", "ingrédient", "carné", "saindoux", "saindoux"
"économie_domestique", "produit", "carné", "saindoux", "saindoux"
"économie_domestique", "ustensile", "", "saloir", "saloir"
"économie_domestique", "ustensile", "", "saloir", "saloir"
"économie_domestique", "ingrédient", "éparco", "salpêtre", "salpêtre en poudre"
"économie_domestique", "ingrédient", "animal", "sang", "sang"
"économie_domestique", "ingrédient", "carné", "sang", "sang"
"économie_domestique", "ingrédient", "carné", "sang", "sang"
"économie_domestique", "mets", "", "saucisse", "saucisse"
"économie_domestique", "mets", "", "saucisses", "saucisses"
"économie_domestique", "produit", "carné", "saucisson", "saucisson"
"économie_domestique", "mets", "", "saucisson", "saucissons"
"économie_domestique", "ingrédient", "éparco", "sauge", "sauge"
"économie_domestique", "ingrédient", "éparco", "saumure", "saumure"
"économie_domestique", "ingrédient", "éparco", "saumure", "saumure"
"économie_domestique", "ingrédient", "éparco", "saumure", "saumure"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ustensile", "", "terrine", "terrine"
"économie_domestique", "ustensile", "", "terrine", "terrine"
"économie_domestique", "ingrédient", "éparco", "thym", "thym"
"économie_domestique", "ingrédient", "carné", "porc", "toilette de porc"
"économie_domestique", "ustensile", "", "vase de bois", "vase de bois"
"économie_domestique", "ingrédient", "carné", "porc", "viande"
"économie_domestique", "mets", "", "porc salé", "viande"
"économie_domestique", "ingrédient", "carné", "porc", "viande cuite de porc"
"économie_domestique", "ingrédient", "carné", "porc", "viande de porc"
"économie_domestique", "ingrédient", "carné", "porc", "viande de porc"
"économie_domestique", "mets", "", "porc", "viande de porc"
"économie_domestique", "ingrédient", "éparco", "vinaigre", "vinaigre"
"économie_domestique", "ingrédient", "éparco", "épice", "épices"
"économie_domestique", "ingrédient", "éparco", "épice", "épices"
"économie_domestique", "ustensile", "", "épingle", "épingle"
"hygiène", "", "", "", "enfants"
"hygiène", "", "", "", "estomacs"
"hygiène", "", "", "porc", "viande de porc"
"hygiène", "", "", "porc", "viande de porc"
