"Section", "Type", "Subtype", "Key", "Object"
"économie_domestique", "produit", "animal", "peau", "peau"
"économie_domestique", "produit", "animal", "peau", "peau"
"économie_domestique", "ustensile", "", "plat de fer", "plat de fer"
"économie_domestique", "ingrédient", "éparco", "poivre", "poivre;"
"économie_domestique", "produit", "animal", "poule", "poule"
"économie_domestique", "mets", "", "poule", "poule au riz"
"économie_domestique", "produit", "animal", "poulet", "poulet"
"économie_domestique", "produit", "animal", "poulet", "poulet"
"économie_domestique", "mets", "", "poulet", "poulet rôti"
"économie_domestique", "mets", "", "poulet", "poulet rôti"
"économie_domestique", "produit", "féculent", "riz", "riz"
"économie_domestique", "ingrédient", "", "roux", "roux"
"économie_domestique", "ustensile", "", "saladier", "saladier"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sel", "sel"
"économie_domestique", "ingrédient", "éparco", "sucre", "sucre"
"économie_domestique", "ingrédient", "éparco", "vinaigre", "vinaigre"
"économie_domestique", "produit", "animal", "volaille", "volaille"
"économie_domestique", "produit", "animal", "volaille", "volaille"
